rank,company,equipment_type,country,equipment_age,priority_score
1842,Halyvourgiki SA,Reversing Cold Rolling Mill,Greece,58,50.7
1843,Acerinox SA,Induction Melt Furnace,Germany,36,50.6
1844,Vulkan Inox GmbH,Induction Melt Furnace,Germany,36,50.6
1845,Vulkan Inox GmbH,Induction Melt Furnace,Germany,36,50.6
1846,Georgsmarienhuette Holding,Induction Melt Furnace,Germany,36,50.6
1847,Acerinox SA,Induction Melt Furnace,Germany,36,50.6
1848,Acciaierie Venete SpA,AC-Electric Arc Furnace,Italy,38,50.6
1849,Beltrame Group,AC-Electric Arc Furnace,Italy,38,50.6
1850,Acerinox SA,Steel Remelting Furnace,Germany,17,50.6
1851,Acciaierie Venete SpA,AC-Electric Arc Furnace,Italy,38,50.6
1852,Aperam,AC-Electric Arc Furnace,Belgium,21,50.5
1853,Nippon Steel,AC-Electric Arc Furnace,Finland,30,50.5
1854,Beltrame Group,Light Section And Bar Mill,France,48,50.5
1855,Vitkovice Heavy Machinery A.s.,AC-Electric Arc Furnace,Czech Republic,44,50.4
1856,Alleima,AC-Electric Arc Furnace,Sweden,53,50.3
1857,LKAB,Pelletizing Plant,Sweden,53,50.2
1858,Salzgitter,Ladle Furnace,Germany,16,50.2
1859,Salzgitter,Ladle Furnace,Germany,16,50.2
1860,Bluescope Steel,Organic Coating Line,Australia,19,50.2
1861,Sev.en Global Investments,Medium Section Mill,United Kingdom,62,50.2
1862,Acerinox SA,Steel Remelting Furnace,Germany,26,50.2
1863,Acerinox SA,Steel Remelting Furnace,Germany,14,50.0
1864,SIJ Group,Continuous Slab Caster,Slovenia,39,50.0
1865,Duferco Group,DC-Electric Arc Furnace,Belgium,33,49.9
1866,JSW Koks SA,Coking Plant,Poland,2,49.8
1867,Nippon Steel,Coking Plant,Slovakia,42,49.7
1868,ArcelorMittal SA,Wire Rod Mill,Spain,46,49.7
1869,Max Aicher Group,Ladle Furnace,Germany,36,49.6
1870,Trinecke Zelezarny,AC-Electric Arc Furnace,Czech Republic,76,49.6
1871,Huta Szczecin,Blast Furnace,Poland,0,49.5
1872,ArcelorMittal SA,Blast Furnace,Poland,0,49.5
1873,Huta Szczecin,Blast Furnace,Poland,0,49.5
1874,Viohalco S.A.,Continuous Bloom Caster,Bulgaria,24,49.5
1875,ArcelorMittal SA,Blast Furnace,Poland,0,49.5
1876,Weglokoks S.A.,Blast Furnace,Poland,0,49.5
1877,Swiss Steel AG,Vacuum Degassing Plant,Germany,32,49.4
1878,Greybull,Continuous Bloom Caster,France,40,49.4
1879,ArcelorMittal SA,Batch Annealing Plant,Spain,26,49.3
1880,Sidenor Spain,Batch Annealing Plant,Spain,26,49.3
1881,ArcelorMittal SA,Organic Coating Line,Belgium,60,49.3
1882,BHP Billiton,Direct or Smelting Reduction P,Australia,27,49.2
1883,Valbruna Group,Billet-heavy Bar Mill,Italy,87,49.2
1884,CL Grupo Industrial,Hot Dip Metal Coating Line,Spain,24,49.2
1885,BGH Edelstahlwerke,Wire Rod Mill In Bar Mill,Poland,27,49.1
1886,Valbruna Group,Steel Remelting Furnace,Italy,29,49.1
1887,NMH Stahlwerke GmbH,Vacuum Degassing Plant,Germany,36,49.1
1888,ArcelorMittal SA,DC-Electric Arc Furnace,Luxembourg,0,49.1
1889,Aciéries et Forges d'Anor,Billet-heavy Bar Mill,France,70,49.1
1890,ArcelorMittal SA,AC-Electric Arc Furnace,Germany,1,49.1
1891,Acerinox SA,Vacuum Degassing Plant,Germany,36,49.1
1892,Acciaieria Arvedi SpA,AC-Electric Arc Furnace,Italy,52,48.8
1893,Acciaieria Arvedi SpA,AC-Electric Arc Furnace,Italy,52,48.8
1894,Walsin Lihwa Corp,Special Converter Processes,Italy,0,48.7
1895,Valbruna Group,Special Converter Processes,Italy,0,48.7
1896,Danieli Group,Special Converter Processes,Italy,0,48.7
1897,Acciaieria Arvedi SpA,Special Converter Processes,Italy,0,48.7
1898,Foroni SpA,Special Converter Processes,Italy,0,48.7
1899,Asonext S.p.A.,Special Converter Processes,Italy,0,48.7
1900,Safas,Special Converter Processes,Italy,0,48.7
1901,Valbruna Group,Special Converter Processes,Italy,0,48.7
1902,Safas,Special Converter Processes,Italy,0,48.7
1903,Acciaieria Arvedi SpA,Special Converter Processes,Italy,0,48.7
1904,Giva Group,Special Converter Processes,Italy,0,48.7
1905,Valbruna Group,Special Converter Processes,Italy,0,48.7
1906,Nippon Steel,Hot Dip Metal Coating Line,Slovakia,19,48.7
1907,Tata Steel,Batch Annealing Plant,United Kingdom,49,48.6
1908,ArcelorMittal SA,Continuous Bloom Caster,Poland,29,48.5
1909,NLMK Group,BOF Shop,Belgium,0,48.4
1910,Cognor S.A.,Medium Section Mill,Poland,88,48.4
1911,Valbruna Group,Continuous Bloom Caster,Italy,24,48.4
1912,Carsid SA,Ladle Furnace,Belgium,32,48.4
1913,Carsid SA,BOF Shop,Belgium,0,48.4
1914,ArcelorMittal SA,BOF Shop,Belgium,0,48.4
1915,Aciers Du Tarn,AC-Electric Arc Furnace,France,74,48.3
1916,Riva Group,AC-Electric Arc Furnace,France,53,48.3
1917,Uddeholms AB,Steel Remelting Furnace,Sweden,14,48.2
1918,Swiss Steel AG,AC-Electric Arc Furnace,Switzerland,27,48.1
1919,BGH Edelstahlwerke,Steel Remelting Furnace,Germany,24,48.1
1920,SIJ Group,Hot Strip Mill,Slovenia,59,48.1
1921,Aperam,Induction Melt Furnace,France,0,48.0
1922,Marcegaglia SpA,Blooming And Slabbing Mill,Sweden,0,48.0
1923,DK Recycling & Roheisen,Sintering Plant,Germany,44,47.9
1924,Acerinox SA,Steel Remelting Furnace,Germany,12,47.9
1925,Beltrame Group,Ladle Furnace,Switzerland,31,47.8
1926,Samsung C&T,Continuous Annealing Line,Romania,24,47.8
1927,ArcelorMittal SA,Light Section And Bar Mill,Luxembourg,0,47.7
1928,Georgsmarienhuette Holding,Light Section And Bar Mill,Austria,65,47.7
1929,Alfa Acciai SpA,Ladle Furnace,Italy,55,47.6
1930,Reinforcing Steel Europe B.V.,AC-Electric Arc Furnace,Netherlands,2,47.5
1931,Tata Steel,Organic Coating Line,United Kingdom,0,47.4
1932,Coilcolor West,Organic Coating Line,United Kingdom,0,47.4
1933,Liberty Steel Group,Plate Mill,United Kingdom,56,47.4
1934,Tata Steel,Organic Coating Line,United Kingdom,0,47.4
1935,Cooper Coated Coil,Organic Coating Line,United Kingdom,0,47.4
1936,NMH Stahlwerke GmbH,Blast Furnace,Germany,69,47.4
1937,Euramax Coated Products,Organic Coating Line,United Kingdom,0,47.4
1938,DK Recycling & Roheisen,Induction Melt Furnace,Germany,52,47.3
1939,Vacuumschmelze GmbH,Induction Melt Furnace,Germany,52,47.3
1940,Halyvourgiki SA,Hot Strip Mill,Greece,58,47.3
1941,Blastr Green Steel,Direct or Smelting Reduction P,Finland,0,47.2
1942,Alfa Acciai SpA,Continuous Billet Caster,Italy,55,47.1
1943,Alfa Acciai SpA,Continuous Billet Caster,Italy,55,47.1
1944,Rubiera Special Steel SpA,Continuous Billet Caster,Italy,55,47.1
1945,Acciaieria Arvedi SpA,Organic Coating Line,Italy,20,47.1
1946,Acc. E Ferr. Stefana SpA,AC-Electric Arc Furnace,Italy,0,47.0
1947,Acciaierie Venete SpA,AC-Electric Arc Furnace,Italy,0,47.0
1948,Metalcam SpA,AC-Electric Arc Furnace,Italy,0,47.0
1949,Safas,AC-Electric Arc Furnace,Italy,0,47.0
1950,Acciaierie D'Italia,AC-Electric Arc Furnace,Italy,0,47.0
1951,Ori Martin SpA,AC-Electric Arc Furnace,Italy,34,47.0
1952,Acciaierie D'Italia,AC-Electric Arc Furnace,Italy,0,47.0
1953,"Danieli Group (25), Metinvest Holding (75)",AC-Electric Arc Furnace,Italy,0,47.0
1954,NLMK Group,AC-Electric Arc Furnace,Italy,0,47.0
1955,Acciaierie Venete SpA,AC-Electric Arc Furnace,Italy,0,47.0
1956,Acciaieria Arvedi SpA,AC-Electric Arc Furnace,Italy,34,47.0
1957,Danieli Group,AC-Electric Arc Furnace,Italy,0,47.0
1958,Safas,AC-Electric Arc Furnace,Italy,0,47.0
1959,NLMK Group,AC-Electric Arc Furnace,Italy,0,47.0
1960,Valbruna Group,AC-Electric Arc Furnace,Italy,0,47.0
1961,Rubiera Special Steel SpA,AC-Electric Arc Furnace,Italy,0,47.0
1962,Alleima,Light Section And Bar Mill,Sweden,53,47.0
1963,Acciaieria Arvedi SpA,Vacuum Degassing Plant,Italy,1,46.9
1964,JSW Steel Ltd,Heavy Section Mill,Italy,66,46.9
1965,Acciaieria Arvedi SpA,Vacuum Degassing Plant,Italy,1,46.9
1966,Liberty Steel Group,Batch Annealing Plant,Belgium,76,46.8
1967,Celsa Group,Ladle Furnace,Poland,30,46.8
1968,Acciaierie Venete SpA,Vacuum Degassing Plant,Italy,38,46.7
1969,Giva Group,AC-Electric Arc Furnace,Italy,33,46.6
1970,Forgiatura A. Vienna,Steel Remelting Furnace,Italy,14,46.4
1971,Georgsmarienhuette Holding,Steel Remelting Furnace,Germany,47,46.4
1972,Riva Group,Ladle Furnace,Belgium,34,46.3
1973,Trinecke Zelezarny,Ladle Furnace,Czech Republic,22,46.3
1974,Blastr Green Steel,Thin-Slab Rolling Mill,Finland,0,46.3
1975,ArcelorMittal SA,Sintering Plant,Belgium,54,46.2
1976,Hellenic Steel SA,Temper-  Skin Pass Mill (CR),Greece,0,46.2
1977,Celsa Group,Wire Rod Mill,France,5,46.2
1978,Swiss Steel AG,Ladle Furnace,Germany,38,46.1
1979,SHS Stahl Holding Saar,Steel Remelting Furnace,Germany,16,45.9
1980,BGH Edelstahlwerke,Vacuum Degassing Plant,Germany,43,45.9
1981,SHS Stahl Holding Saar,Vacuum Degassing Plant,Germany,43,45.9
1982,SHS Stahl Holding Saar,Vacuum Degassing Plant,Germany,43,45.9
1983,SHS Stahl Holding Saar,Steel Remelting Furnace,Germany,16,45.9
1984,SHS Stahl Holding Saar,Steel Remelting Furnace,Germany,16,45.9
1985,SHS Stahl Holding Saar,Steel Remelting Furnace,Germany,16,45.9
1986,Salzgitter,Vacuum Degassing Plant,Germany,43,45.9
1987,LKAB,Pelletizing Plant,Sweden,57,45.9
1988,SHS Stahl Holding Saar,Vacuum Degassing Plant,Germany,46,45.8
1989,Georgsmarienhuette Holding,Vacuum Degassing Plant,Germany,46,45.8
1990,Aubert & Duval,AC-Electric Arc Furnace,France,38,45.8
1991,Rubiera Special Steel SpA,Ladle Furnace,Italy,23,45.7
1992,ArcelorMittal SA,Direct or Smelting Reduction P,Germany,0,45.6
1993,SHS Stahl Holding Saar,Direct or Smelting Reduction P,Germany,0,45.6
1994,ArcelorMittal SA,Direct or Smelting Reduction P,Germany,0,45.6
1995,Salzgitter,Direct or Smelting Reduction P,Germany,0,45.6
1996,Salzgitter,Direct or Smelting Reduction P,Germany,0,45.6
1997,ArcelorMittal SA,Direct or Smelting Reduction P,Germany,0,45.6
1998,ThyssenKrupp AG,Direct or Smelting Reduction P,Germany,0,45.6
1999,Walzwerke Einsal,Light Section And Bar Mill,Germany,34,45.6
2000,Pittini Group,AC-Electric Arc Furnace,Italy,37,45.5
2001,ArcelorMittal SA,Ladle Furnace,Spain,40,45.5
2002,Megasa,Ladle Furnace,Spain,40,45.5
2003,ArcelorMittal SA,AC-Electric Arc Furnace,Spain,49,45.4
2004,Aubert & Duval,AC-Electric Arc Furnace,France,71,45.4
2005,Nippon Steel,AC-Electric Arc Furnace,Slovakia,1,45.3
2006,Swiss Steel AG,Steel Remelting Furnace,Germany,18,45.3
2007,ArcelorMittal SA,Billet-heavy Bar Mill,Poland,0,45.3
2008,ArcelorMittal SA,Blast Furnace,Poland,50,45.3
2009,Tata Steel,Continuous Slab Caster,United Kingdom,35,45.3
2010,Tata Steel,Blast Furnace,United Kingdom,51,45.2
2011,ArcelorMittal SA,Organic Coating Line,Belgium,0,45.2
2012,ArcelorMittal SA,Continuous Bloom Caster,Poland,31,45.1
2013,ArcelorMittal SA,Coking Plant,Poland,40,45.0
2014,Swiss Steel AG,Steel Remelting Furnace,Germany,58,44.9
2015,CL Grupo Industrial,Batch Annealing Plant,Spain,21,44.8
2016,Celsa Group,Medium Section Mill,Poland,95,44.8
2017,Celsa Group,Medium Section Mill,Poland,121,44.8
2018,Hebei Jingye Group,Blooming And Slabbing Mill,United Kingdom,53,44.8
2019,ThyssenKrupp AG,Vacuum Degassing Plant,Germany,39,44.8
2020,ArcelorMittal SA,Continuous Billet Caster,Luxembourg,45,44.8
2021,Tata Steel,Batch Annealing Plant,United Kingdom,66,44.8
2022,Rubiera Special Steel SpA,Steel Remelting Furnace,Italy,16,44.7
2023,Rubiera Special Steel SpA,Steel Remelting Furnace,Italy,16,44.7
2024,Riva Group,AC-Electric Arc Furnace,France,33,44.7
2025,Reinforcing Steel Europe B.V.,Ladle Furnace,Germany,19,44.7
2026,Georgsmarienhuette Holding,Ladle Furnace,Germany,19,44.7
2027,Walsin Lihwa Corp,Vacuum Degassing Plant,Italy,56,44.7
2028,Rubiera Special Steel SpA,Steel Remelting Furnace,Italy,16,44.7
2029,Greybull,Ladle Furnace,France,46,44.6
2030,Poldi Hütte S.r.o.,AC-Electric Arc Furnace,Czech Republic,17,44.6
2031,Blastr Green Steel,Ladle Furnace,Finland,0,44.5
2032,Blastr Green Steel,Ladle Furnace,Finland,0,44.5
2033,"ThyssenKrupp AG (50), Salzgitter (30), Vallourec (20)",Continuous Bloom Caster,Germany,45,44.5
2034,Outokumpu Oyj,Ladle Furnace,Finland,0,44.5
2035,Liberty Steel Group,Direct or Smelting Reduction P,Australia,1,44.3
2036,JSW Steel Ltd,Heavy Section Mill,Italy,0,44.3
2037,Vitkovice Heavy Machinery A.s.,AC-Electric Arc Furnace,Czech Republic,48,44.3
2038,SHS Stahl Holding Saar,AC-Electric Arc Furnace,Germany,0,44.2
2039,ArcelorMittal SA,AC-Electric Arc Furnace,Germany,0,44.2
2040,SHS Stahl Holding Saar,AC-Electric Arc Furnace,Germany,0,44.2
2041,Salzgitter,AC-Electric Arc Furnace,Germany,0,44.2
2042,ArcelorMittal SA,AC-Electric Arc Furnace,Germany,0,44.2
2043,C. Grossmann Stahlguss,AC-Electric Arc Furnace,Germany,0,44.2
2044,C. Grossmann Stahlguss,AC-Electric Arc Furnace,Germany,0,44.2
2045,Georgsmarienhuette Holding,Vacuum Degassing Plant,Germany,31,44.1
2046,BGH Edelstahlwerke,Light Section And Bar Mill,Poland,28,44.0
2047,Reiner Brach GmbH,Blooming And Slabbing Mill,Germany,69,43.9
2048,Liberty Steel Group,Coking Plant,Australia,58,43.9
2049,CL Grupo Industrial,Continuous Billet Caster,Spain,36,43.8
2050,ArcelorMittal SA,AC-Electric Arc Furnace,France,50,43.8
2051,Riva Group,Wire Rod Mill,France,51,43.8
2052,Erasteel,AC-Electric Arc Furnace,France,50,43.8
2053,Stegra,Hot Dip Metal Coating Line,Sweden,0,43.7
2054,ArcelorMittal SA,Blooming And Slabbing Mill,Poland,0,43.7
2055,ArcelorMittal SA,AC-Electric Arc Furnace,Spain,0,43.7
2056,Rodacciai SpA,AC-Electric Arc Furnace,Spain,0,43.7
2057,NMH Stahlwerke GmbH,Continuous Bloom Caster,Germany,43,43.7
2058,Tubos Reunidos SA,AC-Electric Arc Furnace,Spain,0,43.7
2059,SSAB,Hot Dip Metal Coating Line,Sweden,0,43.7
2060,Tubos Reunidos SA,AC-Electric Arc Furnace,Spain,0,43.7
2061,Tubacex,AC-Electric Arc Furnace,Spain,0,43.7
2062,ArcelorMittal SA,AC-Electric Arc Furnace,Spain,0,43.7
2063,ArcelorMittal SA,AC-Electric Arc Furnace,Spain,0,43.7
2064,Hydnum Steel,AC-Electric Arc Furnace,Spain,0,43.7
2065,Georgsmarienhuette Holding,Ladle Furnace,Germany,21,43.6
2066,Swiss Steel AG,Steel Remelting Furnace,Germany,19,43.5
2067,Georgsmarienhuette Holding,Vacuum Degassing Plant,Belgium,0,43.5
2068,Acerinox SA,Steel Remelting Furnace,Germany,19,43.5
2069,Danieli Group,DC-Electric Arc Furnace,Italy,27,43.5
2070,ArcelorMittal SA,Vacuum Degassing Plant,Belgium,0,43.5
2071,ArcelorMittal SA,Vacuum Degassing Plant,Belgium,0,43.5
2072,Huta Bankowa Sp.z O.o.,Medium Section Mill,Poland,0,43.4
2073,BGH Edelstahlwerke,Steel Remelting Furnace,Germany,9,43.4
2074,SHS Stahl Holding Saar,Ladle Furnace,France,51,43.3
2075,Rodacciai SpA,Continuous Billet Caster,Spain,40,43.3
2076,BGH Edelstahlwerke,Special Converter Processes,Germany,0,43.2
2077,Trinecke Zelezarny,AC-Electric Arc Furnace,Czech Republic,0,43.2
2078,SHS Stahl Holding Saar,Special Converter Processes,Germany,0,43.2
2079,Schmidt + Clemens,Special Converter Processes,Germany,0,43.2
2080,Outokumpu Oyj,Special Converter Processes,Germany,0,43.2
2081,Trinecke Zelezarny,Blooming And Slabbing Mill,Czech Republic,75,43.2
2082,FWH Stahlguss GmbH,Special Converter Processes,Germany,0,43.2
2083,Outokumpu Oyj,Special Converter Processes,Germany,0,43.2
2084,C. Grossmann Stahlguss,Special Converter Processes,Germany,0,43.2
2085,BGH Edelstahlwerke,Special Converter Processes,Germany,0,43.2
2086,Trinecke Zelezarny,AC-Electric Arc Furnace,Czech Republic,0,43.2
2087,Max Aicher Group,AC-Electric Arc Furnace,Czech Republic,0,43.2
2088,Poldi Ocel,AC-Electric Arc Furnace,Czech Republic,0,43.2
2089,Vitkovice Heavy Machinery A.s.,AC-Electric Arc Furnace,Czech Republic,0,43.2
2090,Max Aicher Group,AC-Electric Arc Furnace,Czech Republic,0,43.2
2091,Max Aicher Group,AC-Electric Arc Furnace,Czech Republic,0,43.2
2092,Trinecke Zelezarny,AC-Electric Arc Furnace,Czech Republic,0,43.2
2093,Max Aicher Group,AC-Electric Arc Furnace,Czech Republic,0,43.2
2094,Vitkovice Heavy Machinery A.s.,AC-Electric Arc Furnace,Czech Republic,0,43.2
2095,Foroni SpA,Steel Remelting Furnace,Italy,0,43.1
2096,Riva Group,AC-Electric Arc Furnace,France,40,43.1
2097,Lucchini RS SpA,Steel Remelting Furnace,Italy,0,43.1
2098,Foroni SpA,Steel Remelting Furnace,Italy,0,43.1
2099,Metalcam SpA,Steel Remelting Furnace,Italy,0,43.1
2100,Metalcam SpA,Steel Remelting Furnace,Italy,0,43.1
2101,Walsin Lihwa Corp,Steel Remelting Furnace,Italy,0,43.1
2102,ArcelorMittal SA,Pickling Line,Belgium,60,43.1
2103,Foroni SpA,Steel Remelting Furnace,Italy,0,43.1
2104,Foroni SpA,Steel Remelting Furnace,Italy,0,43.1
2105,Foroni SpA,Steel Remelting Furnace,Italy,0,43.1
2106,Danieli Group,Blooming And Slabbing Mill,Italy,0,43.1
2107,ArcelorMittal SA,Wire Rod Mill,Germany,57,43.0
2108,Acciaieria Arvedi SpA,Ladle Furnace,Italy,25,43.0
2109,Acciaierie D'Italia,Vacuum Degassing Plant,Italy,39,43.0
2110,Caparo Precision Strip,Reversing Cold Rolling Mill,United Kingdom,35,42.9
2111,Outokumpu Oyj,Reversing Cold Rolling Mill,United Kingdom,35,42.9
2112,NLMK Group,Ladle Furnace,Italy,64,42.9
2113,Trinecke Zelezarny,Coking Plant,Czech Republic,34,42.8
2114,Acciaieria Arvedi SpA,Ladle Furnace,Italy,28,42.7
2115,Swiss Steel AG,Continuous Bloom Caster,Germany,33,42.7
2116,Vacuumschmelze GmbH,Induction Melt Furnace,Germany,64,42.6
2117,LKAB,Pelletizing Plant,Sweden,44,42.6
2118,NLMK Group,Continuous Slab Caster,Italy,0,42.5
2119,"Danieli Group (25), Metinvest Holding (75)",Continuous Slab Caster,Italy,0,42.5
2120,BGH Edelstahlwerke,Steel Remelting Furnace,Germany,11,42.4
2121,Tata Steel,Continuous Slab Caster,United Kingdom,44,42.4
2122,JSW Koks SA,Coking Plant,Poland,38,42.3
2123,Metinvest Holding,Plate Mill,Italy,0,42.3
2124,Zeleziarne Podbrezova A.S.,Continuous Bloom Caster,Slovakia,44,42.3
2125,NLMK Group,Plate Mill,Italy,0,42.3
2126,Tata Steel,Vacuum Degassing Plant,United Kingdom,56,42.2
2127,SPV NH Ostrava,Blast Furnace,Czech Republic,55,42.2
2128,Liberty Steel Group,Blast Furnace,Australia,61,42.2
2129,Celsa Group,AC-Electric Arc Furnace,Spain,28,42.2
2130,ArcelorMittal SA,Coking Plant,Poland,51,42.1
2131,JSW Steel Ltd,Continuous Billet Caster,Italy,40,42.1
2132,Acciaierie D'Italia,Continuous Billet Caster,Italy,40,42.1
2133,Duferco Travi E Profilati,AC-Electric Arc Furnace,Italy,36,42.0
2134,NLMK Group,Reversing Cold Rolling Mill,Belgium,52,42.0
2135,Acc. E Ferr. Stefana SpA,AC-Electric Arc Furnace,Italy,36,42.0
2136,Greybull,AC-Electric Arc Furnace,France,41,42.0
2137,Speciality Steels UK,Batch Annealing Plant,United Kingdom,31,41.9
2138,Riva Group,Ladle Furnace,France,45,41.9
2139,ArcelorMittal SA,Ladle Furnace,France,45,41.9
2140,Bluescope Steel,Blast Furnace,Australia,30,41.7
2141,ArcelorMittal SA,Wire Rod Mill,Germany,14,41.7
2142,Riva Group,AC-Electric Arc Furnace,Spain,53,41.7
2143,Asonext S.p.A.,Induction Melt Furnace,Italy,8,41.7
2144,Tata Steel,Coking Plant,United Kingdom,51,41.6
2145,Riva Group,Continuous Billet Caster,Italy,48,41.6
2146,BGH Edelstahlwerke,Continuous Bloom Caster,Germany,46,41.5
2147,Arania SA,Reversing Cold Rolling Mill,Spain,0,41.5
2148,Acciaieria Arvedi SpA,Ladle Furnace,Italy,17,41.5
2149,Acciaieria Arvedi SpA,Ladle Furnace,Italy,17,41.5
2150,Olifin S.P.A.,Ladle Furnace,Italy,17,41.5
2151,Layde Steel SLU,Reversing Cold Rolling Mill,Spain,0,41.5
2152,Tubos Reunidos SA,Vacuum Degassing Plant,Spain,12,41.5
2153,Laminacion Vizcaya,Reversing Cold Rolling Mill,Spain,0,41.5
2154,Layde Steel SLU,Reversing Cold Rolling Mill,Spain,0,41.5
2155,ArcelorMittal SA,Reversing Cold Rolling Mill,Spain,0,41.5
2156,ArcelorMittal SA,Direct or Smelting Reduction P,Spain,1,41.4
2157,Acerinox SA,AC-Electric Arc Furnace,Spain,27,41.4
2158,Stalprodukt SA,Hot Strip Mill,Czech Republic,38,41.4
2159,SIJ Group,Batch Annealing Plant,Slovenia,22,41.4
2160,SHS Stahl Holding Saar,Heavy Section Mill,Germany,130,41.3
2161,Salzgitter,Continuous Bloom Caster,Germany,44,41.3
2162,Salzgitter,Heavy Section Mill,Germany,114,41.3
2163,NMH Stahlwerke GmbH,Heavy Section Mill,Germany,115,41.3
2164,Salzgitter,Heavy Section Mill,Germany,112,41.3
2165,TSTG Schienen Technik,Heavy Section Mill,Germany,101,41.3
2166,Sahaviriya Steel Industries PLC,Continuous Slab Caster,United Kingdom,53,41.3
2167,Aubert & Duval,Light Section And Bar Mill,France,54,41.3
2168,Hebei Jingye Group,Continuous Slab Caster,United Kingdom,53,41.3
2169,SHS Stahl Holding Saar,Continuous Bloom Caster,Germany,44,41.3
2170,Store Steel,Vacuum Degassing Plant,Slovenia,28,41.2
2171,Rodacciai SpA,Special Converter Processes,Spain,0,41.1
2172,Georgsmarienhuette Holding,Induction Melt Furnace,Germany,40,41.1
2173,ArcelorMittal SA,DC-Electric Arc Furnace,France,32,41.1
2174,Acerinox SA,Special Converter Processes,Spain,0,41.1
2175,Olifin S.P.A.,Vacuum Degassing Plant,Italy,23,41.1
2176,Tubacex,Special Converter Processes,Spain,0,41.1
2177,Acerinox SA,Special Converter Processes,Spain,0,41.1
2178,Rubiera Special Steel SpA,Vacuum Degassing Plant,Italy,23,41.1
2179,Acerinox SA,Steel Remelting Furnace,Germany,8,41.0
2180,Nippon Steel,AC-Electric Arc Furnace,Slovakia,0,40.9
2181,Aubert & Duval,Induction Melt Furnace,France,39,40.9
2182,ArcelorMittal SA,AC-Electric Arc Furnace,France,69,40.8
2183,Duferco Travi E Profilati,Medium Section Mill,Italy,3,40.7
2184,SPV NH Ostrava,Ladle Furnace,Czech Republic,29,40.6
2185,ArcelorMittal SA,DC-Electric Arc Furnace,Spain,30,40.6
2186,ArcelorMittal SA,DC-Electric Arc Furnace,Spain,30,40.6
2187,CL Grupo Industrial,DC-Electric Arc Furnace,Spain,30,40.6
2188,Hebei Jingye Group,Coking Plant,United Kingdom,37,40.6
2189,Reinforcing Steel Europe B.V.,Continuous Billet Caster,Germany,23,40.5
2190,ArcelorMittal SA,Billet-heavy Bar Mill,Poland,50,40.4
2191,Trinecke Zelezarny,Billet-heavy Bar Mill,Czech Republic,44,40.4
2192,Asonext S.p.A.,Vacuum Degassing Plant,Italy,36,40.4
2193,Liepajas Metalurgs,Continuous Billet Caster,Latvia,55,40.4
2194,ArcelorMittal SA,Light Section And Bar Mill,Poland,29,40.4
2195,Beltrame Group,Continuous Bloom Caster,Italy,35,40.2
2196,Celsa Group,Light Section And Bar Mill,Poland,27,40.2
2197,Commercial Metals Company,Light Section And Bar Mill,Poland,27,40.2
2198,Beltrame Group,AC-Electric Arc Furnace,Switzerland,30,40.2
2199,Acciaierie Venete SpA,Continuous Bloom Caster,Italy,35,40.2
2200,Liberty Steel Group,Continuous Slab Caster,Australia,34,40.2
2201,Cognor S.A.,Light Section And Bar Mill,Poland,36,40.2
2202,Acciaierie Venete SpA,Continuous Bloom Caster,Italy,35,40.2
2203,Danieli Group,Continuous Bloom Caster,Italy,35,40.2
2204,Acciaieria Arvedi SpA,Ladle Furnace,Italy,39,40.1
2205,SSAB,Ladle Furnace,Sweden,19,40.0
2206,Alfa Acciai SpA,Light Section And Bar Mill,Italy,36,39.9
2207,Layde Steel SLU,Batch Annealing Plant,Spain,0,39.8
2208,Celsa Group,Batch Annealing Plant,Spain,0,39.8
2209,ArcelorMittal SA,Batch Annealing Plant,Spain,0,39.8
2210,Viohalco S.A.,Ladle Furnace,Greece,36,39.8
2211,ArcelorMittal SA,Batch Annealing Plant,Spain,0,39.8
2212,ArcelorMittal SA,Batch Annealing Plant,Spain,0,39.8
2213,Hebei Jingye Group,Plate Mill,United Kingdom,68,39.7
2214,ArcelorMittal SA,Pickling Line,Spain,22,39.7
2215,Gonvarri Industrial SA,Pickling Line,Spain,22,39.7
2216,Olifin S.P.A.,Ladle Furnace,Italy,29,39.6
2217,BGH Edelstahlwerke,Steel Remelting Furnace,Germany,5,39.6
2218,Beltrame Group,Ladle Furnace,Italy,29,39.6
2219,Asonext S.p.A.,Steel Remelting Furnace,Italy,13,39.5
2220,Asonext S.p.A.,Steel Remelting Furnace,Italy,19,39.4
2221,Sidenor Spain,Light Section And Bar Mill,Spain,48,39.4
2222,Metinvest Holding,Plate Mill,United Kingdom,50,39.3
2223,Greybull,Light Section And Bar Mill,France,47,39.3
2224,Riva Group,Light Section And Bar Mill,France,47,39.3
2225,Celsa Group,Ladle Furnace,France,30,39.2
2226,Liberty Steel Group,Tandem Mill,Belgium,61,39.2
2227,SIJ Group,Steel Remelting Furnace,Slovenia,53,39.0
2228,Pittini Group,Ladle Furnace,Italy,13,39.0
2229,Ruukki,Blooming And Slabbing Mill,Norway,0,38.9
2230,ArcelorMittal SA,Ladle Furnace,Germany,42,38.8
2231,SPV NH Ostrava,Sintering Plant,Czech Republic,72,38.8
2232,ArcelorMittal SA,Medium Section Mill,Luxembourg,21,38.8
2233,NMH Stahlwerke GmbH,Ladle Furnace,Germany,42,38.8
2234,Swiss Steel AG,Steel Remelting Furnace,Germany,41,38.7
2235,Asonext S.p.A.,Ladle Furnace,Italy,24,38.7
