rank,company,equipment_type,country,equipment_age,priority_score
2236,Nippon Steel,Sintering Plant,Slovakia,0,38.7
2237,Riva Group,AC-Electric Arc Furnace,Spain,45,38.6
2238,Nippon Steel,Vacuum Degassing Plant,Slovakia,24,38.4
2239,Acerinox SA,Continuous Bloom Caster,Spain,30,38.4
2240,Liberty Steel Group,Tandem Mill,Belgium,64,38.3
2241,Pittini Group,Ladle Furnace,Italy,32,38.3
2242,Greybull,Ladle Furnace,France,41,38.3
2243,Beltrame Group,Light Section And Bar Mill,Switzerland,0,38.2
2244,ArcelorMittal SA,AC-Electric Arc Furnace,Poland,28,38.2
2245,ArcelorMittal SA,Pickling Line,Spain,0,38.1
2246,Gonvarri Industrial SA,Pickling Line,Spain,0,38.1
2247,Gonvarri Industrial SA,Pickling Line,Spain,0,38.1
2248,Gonvarri Industrial SA,Pickling Line,Spain,0,38.1
2249,Layde Steel SLU,Pickling Line,Spain,0,38.1
2250,Reinforcing Steel Europe B.V.,Wire Rod Mill,Germany,56,38.0
2251,Reinforcing Steel Europe B.V.,Wire Rod Mill,Germany,56,38.0
2252,Celsa Group,Wire Rod Mill,Spain,66,38.0
2253,Feralpi Group,AC-Electric Arc Furnace,Italy,53,38.0
2254,Alfa Acciai SpA,AC-Electric Arc Furnace,Italy,53,38.0
2255,CL Grupo Industrial,AC-Electric Arc Furnace,Spain,30,38.0
2256,CL Grupo Industrial,AC-Electric Arc Furnace,Spain,30,38.0
2257,Riva Group,Light Section And Bar Mill,France,52,38.0
2258,Danieli Group,Billet-heavy Bar Mill,Italy,0,37.9
2259,Aperam,Billet-heavy Bar Mill,France,94,37.8
2260,JSW Koks SA,Coking Plant,Poland,41,37.7
2261,Max Aicher Group,Vacuum Degassing Plant,Germany,21,37.7
2262,Reinforcing Steel Europe B.V.,Wire Rod Mill,Netherlands,2,37.7
2263,Celsa Group,Ladle Furnace,Spain,47,37.6
2264,Erasteel,Light Section And Bar Mill,France,42,37.5
2265,Tata Steel,Continuous Slab Caster,United Kingdom,21,37.5
2266,Max Aicher Group,AC-Electric Arc Furnace,Germany,54,37.3
2267,Dörrenberg Edelstahl,AC-Electric Arc Furnace,Germany,54,37.3
2268,Sev.en Global Investments,Light Section And Bar Mill,Norway,0,37.3
2269,ArcelorMittal SA,Continuous Billet Caster,Spain,48,37.2
2270,Celsa Group,Continuous Billet Caster,Spain,48,37.2
2271,ArcelorMittal SA,Ladle Furnace,Poland,16,37.2
2272,Swiss Steel AG,AC-Electric Arc Furnace,Germany,48,37.2
2273,Asonext S.p.A.,Induction Melt Furnace,Italy,17,37.2
2274,Tenaris S.A.,Continuous Bloom Caster,Italy,50,37.1
2275,Acc. E Ferr. Stefana SpA,Continuous Bloom Caster,Italy,50,37.1
2276,Sidenor Spain,AC-Electric Arc Furnace,Spain,51,37.0
2277,Schmidt + Clemens,AC-Electric Arc Furnace,Germany,43,36.9
2278,Swiss Steel AG,Steel Remelting Furnace,Germany,20,36.9
2279,Swiss Steel AG,Steel Remelting Furnace,Germany,20,36.9
2280,Acerinox SA,Steel Remelting Furnace,Germany,20,36.9
2281,JSW Koks SA,Coking Plant,Poland,39,36.8
2282,Reinforcing Steel Europe B.V.,Ladle Furnace,Germany,35,36.8
2283,Riva Group,Ladle Furnace,Germany,35,36.8
2284,Danieli Group,Ladle Furnace,Italy,27,36.7
2285,Celsa Group,AC-Electric Arc Furnace,Spain,47,36.6
2286,Acciaieria Arvedi SpA,Vacuum Degassing Plant,Italy,18,36.6
2287,Megasa,AC-Electric Arc Furnace,Spain,47,36.6
2288,JSW Koks SA,Coking Plant,Poland,19,36.5
2289,Halyvourgiki SA,Ladle Furnace,Greece,22,36.4
2290,Swiss Steel AG,Vacuum Degassing Plant,Switzerland,21,36.3
2291,Viohalco S.A.,Wire Rod Mill In Bar Mill,Greece,48,36.2
2292,Walsin Lihwa Corp,Continuous Bloom Caster,Italy,30,36.1
2293,Celsa Group,Ladle Furnace,Spain,42,36.0
2294,ArcelorMittal SA,Medium Section Mill,France,62,36.0
2295,Beltrame Group,AC-Electric Arc Furnace,France,19,36.0
2296,ArcelorMittal SA,Medium Section Mill,Poland,48,35.9
2297,Aciers Du Tarn,Billet-heavy Bar Mill,France,110,35.9
2298,Georgsmarienhuette Holding,Steel Remelting Furnace,Germany,36,35.9
2299,Erasteel,Billet-heavy Bar Mill,France,101,35.9
2300,Greybull,Billet-heavy Bar Mill,France,106,35.9
2301,NLMK Group,Pickling Line,Belgium,52,35.8
2302,Sidenor Spain,Vacuum Degassing Plant,Spain,26,35.8
2303,Celsa Group,Light Section And Bar Mill,Spain,49,35.8
2304,Weglokoks S.A.,AC-Electric Arc Furnace,Poland,29,35.7
2305,Huta Batory Sp.z O.o.,AC-Electric Arc Furnace,Poland,29,35.7
2306,SHS Stahl Holding Saar,Ladle Furnace,Germany,40,35.7
2307,Max Aicher Group,Ladle Furnace,Germany,40,35.7
2308,Reinforcing Steel Europe B.V.,Ladle Furnace,Germany,40,35.7
2309,Swiss Steel AG,Ladle Furnace,Germany,40,35.7
2310,Tata Steel,Continuous Slab Caster,United Kingdom,30,35.7
2311,SHS Stahl Holding Saar,Ladle Furnace,Germany,0,35.5
2312,SHS Stahl Holding Saar,Ladle Furnace,Germany,0,35.5
2313,Riva Group,Ladle Furnace,France,39,35.5
2314,Riva Group,Ladle Furnace,France,39,35.5
2315,Swiss Steel AG,Ladle Furnace,Germany,0,35.5
2316,Greybull,Ladle Furnace,France,39,35.5
2317,Aperam,AC-Electric Arc Furnace,France,63,35.4
2318,Wuppermann AG,Hot Dip Metal Coating Line,Hungary,10,35.4
2319,Kovozink A.s.,Hot Dip Metal Coating Line,Slovakia,16,35.4
2320,ArcelorMittal SA,Continuous Bloom Caster,Germany,52,35.4
2321,Asonext S.p.A.,Ladle Furnace,Italy,20,35.4
2322,Greybull,AC-Electric Arc Furnace,France,63,35.4
2323,Benteler Stahl/Rohr GmbH,Continuous Bloom Caster,Germany,52,35.4
2324,Trelleborg Rubore,Organic Coating Line,Sweden,67,35.4
2325,Trelleborg Rubore,Organic Coating Line,Sweden,67,35.4
2326,Swiss Steel AG,Ladle Furnace,Switzerland,39,35.3
2327,Hebei Jingye Group,Blast Furnace,United Kingdom,87,35.3
2328,Hebei Jingye Group,Blast Furnace,United Kingdom,87,35.3
2329,Kremikovtzi,Pickling Line,Bulgaria,42,35.3
2330,Tata Steel,Medium Section Mill,United Kingdom,0,35.3
2331,Tata Steel,Medium Section Mill,United Kingdom,0,35.3
2332,Swiss Steel AG,Continuous Billet Caster,Switzerland,28,35.2
2333,Pittini Group,Light Section And Bar Mill,Italy,40,35.2
2334,Cognor S.A.,AC-Electric Arc Furnace,Poland,31,35.2
2335,Tata Steel,Coking Plant,United Kingdom,67,35.2
2336,Ferriera Sidercal,Light Section And Bar Mill,Italy,40,35.2
2337,Georgsmarienhuette Holding,Continuous Bloom Caster,Germany,39,35.2
2338,Walsin Lihwa Corp,Light Section And Bar Mill,Italy,40,35.2
2339,Hebei Jingye Group,Medium Section Mill,United Kingdom,53,35.0
2340,Outokumpu Oyj,AC-Electric Arc Furnace,Germany,44,35.0
2341,NLMK Group,Blast Furnace,Belgium,54,35.0
2342,CL Grupo Industrial,Ladle Furnace,Spain,39,34.9
2343,Georgsmarienhuette Holding,Ladle Furnace,Germany,32,34.9
2344,Reinforcing Steel Europe B.V.,AC-Electric Arc Furnace,Germany,42,34.9
2345,Feralpi Group,Ladle Furnace,Germany,32,34.9
2346,Trinecke Zelezarny,Ladle Furnace,Czech Republic,33,34.9
2347,Georgsmarienhuette Holding,DC-Electric Arc Furnace,Germany,32,34.8
2348,SHS Stahl Holding Saar,AC-Electric Arc Furnace,Germany,49,34.8
2349,Ori Martin SpA,Vacuum Degassing Plant,Italy,24,34.7
2350,Asonext S.p.A.,Vacuum Degassing Plant,Italy,24,34.7
2351,Asonext S.p.A.,Vacuum Degassing Plant,Italy,24,34.7
2352,Servosteel,Pickling Line,United Kingdom,0,34.6
2353,Megasa,Continuous Billet Caster,Spain,49,34.6
2354,Lucchini RS SpA,AC-Electric Arc Furnace,Italy,51,34.6
2355,Tata Steel,Pickling Line,United Kingdom,0,34.6
2356,Liberty Steel Group,Pickling Line,Belgium,72,34.6
2357,Liberty Steel Group,Ladle Furnace,Australia,27,34.5
2358,Trinecke Zelezarny,AC-Electric Arc Furnace,Czech Republic,72,34.5
2359,Stalprodukt SA,Reversing Cold Rolling Mill,Czech Republic,77,34.4
2360,Ori Martin SpA,Ladle Furnace,Italy,15,34.4
2361,Feralpi Group,Ladle Furnace,Italy,15,34.4
2362,Ori Martin SpA,Ladle Furnace,Italy,15,34.4
2363,ArcelorMittal SA,AC-Electric Arc Furnace,Belgium,0,34.3
2364,HES International B.V,Pelletizing Plant,Netherlands,0,34.3
2365,ArcelorMittal SA,AC-Electric Arc Furnace,Belgium,49,34.3
2366,ArcelorMittal SA,AC-Electric Arc Furnace,Belgium,0,34.3
2367,Erasteel,Light Section And Bar Mill,France,35,34.2
2368,Georgsmarienhuette Holding,Steel Remelting Furnace,Germany,0,34.1
2369,SHS Stahl Holding Saar,Steel Remelting Furnace,Germany,0,34.1
2370,ArcelorMittal SA,Batch Annealing Plant,Belgium,66,34.1
2371,Vacuumschmelze GmbH,Steel Remelting Furnace,Germany,0,34.1
2372,Viohalco S.A.,Continuous Slab Caster,Bulgaria,43,34.0
2373,Ductile Stourbridge Cold Mills,Batch Annealing Plant,United Kingdom,35,34.0
2374,ArcelorMittal SA,Light Section And Bar Mill,Poland,18,34.0
2375,Hellenic Halyvourgia SA,Wire Rod Mill In Bar Mill,Greece,42,33.9
2376,Sahaviriya Steel Industries PLC,BOF Shop,United Kingdom,0,33.9
2377,Tata Steel,BOF Shop,United Kingdom,0,33.9
2378,Hebei Jingye Group,BOF Shop,United Kingdom,0,33.9
2379,Tata Steel,BOF Shop,United Kingdom,0,33.9
2380,Walsin Lihwa Corp,Wire Rod Mill In Bar Mill,Italy,40,33.8
2381,Danieli Group,Ladle Furnace,Italy,35,33.7
2382,Uddeholms AB,Billet-heavy Bar Mill,Sweden,0,33.6
2383,Walsin Lihwa Corp,Billet-heavy Bar Mill,Sweden,0,33.6
2384,Giva Group,Vacuum Degassing Plant,Italy,19,33.4
2385,Acerinox SA,Induction Melt Furnace,Germany,31,33.4
2386,Riva Group,Vacuum Degassing Plant,Italy,19,33.4
2387,Rubiera Special Steel SpA,Vacuum Degassing Plant,Italy,19,33.4
2388,ArcelorMittal SA,Direct or Smelting Reduction P,Belgium,0,33.3
2389,Okd Okk,Coking Plant,Czech Republic,48,33.3
2390,Danieli Group,Vacuum Degassing Plant,Croatia,13,33.2
2391,JSW Steel Ltd,Ladle Furnace,Italy,0,33.2
2392,Beltrame Group,Ladle Furnace,Italy,0,33.2
2393,Duferco Travi E Profilati,Light Section And Bar Mill,Italy,17,33.2
2394,Riva Group,Ladle Furnace,Italy,0,33.2
2395,Pittini Group,Ladle Furnace,Italy,0,33.2
2396,Ferriera Sidercal,Ladle Furnace,Italy,0,33.2
2397,Riva Group,Ladle Furnace,Italy,0,33.2
2398,Valbruna Group,Ladle Furnace,Italy,0,33.2
2399,NLMK Group,Ladle Furnace,Italy,0,33.2
2400,Acciaierie Venete SpA,Ladle Furnace,Italy,0,33.2
2401,Acciaierie Venete SpA,Ladle Furnace,Italy,0,33.2
2402,JSW Steel Ltd,Ladle Furnace,Italy,0,33.2
2403,JSW Steel Ltd,Ladle Furnace,Italy,0,33.2
2404,Rubiera Special Steel SpA,Ladle Furnace,Italy,0,33.2
2405,Acciaieria Arvedi SpA,Ladle Furnace,Italy,0,33.2
2406,Walsin Lihwa Corp,Ladle Furnace,Italy,0,33.2
2407,Acerinox SA,AC-Electric Arc Furnace,Germany,52,33.2
2408,Benteler Stahl/Rohr GmbH,AC-Electric Arc Furnace,Germany,52,33.2
2409,Tenaris S.A.,Ladle Furnace,Italy,0,33.2
2410,Beltrame Group,Continuous Billet Caster,Italy,37,33.1
2411,Ferriera Valsabbia,Continuous Billet Caster,Italy,37,33.1
2412,Liberty Steel Group,Pelletizing Plant,Australia,58,33.0
2413,Swiss Steel AG,Steel Remelting Furnace,Germany,22,33.0
2414,Georgsmarienhuette Holding,Steel Remelting Furnace,Germany,22,33.0
2415,Rubiera Special Steel SpA,Ladle Furnace,Italy,19,33.0
2416,SPV NH Ostrava,Continuous Bloom Caster,Czech Republic,27,32.9
2417,Valbruna Group,Continuous Billet Caster,Italy,34,32.9
2418,Lucchini RS SpA,Ladle Furnace,Italy,50,32.8
2419,Riva Group,Continuous Billet Caster,Germany,55,32.8
2420,ArcelorMittal SA,Continuous Billet Caster,Germany,55,32.8
2421,Jindal Steel Limited,Continuous Slab Caster,Czech Republic,31,32.8
2422,Georgsmarienhuette Holding,Continuous Bloom Caster,Belgium,44,32.7
2423,Alleima,Induction Melt Furnace,Sweden,0,32.5
2424,Alleima,Induction Melt Furnace,Sweden,0,32.5
2425,Carpenter Powder P.,Induction Melt Furnace,Sweden,0,32.5
2426,Uddeholms AB,Induction Melt Furnace,Sweden,0,32.5
2427,Carpenter Powder P.,Induction Melt Furnace,Sweden,0,32.5
2428,Georgsmarienhuette Holding,Steel Remelting Furnace,Germany,46,32.5
2429,Aranda Coated Solutions,Organic Coating Line,Spain,12,32.5
2430,Kremikovtzi,Temper-  Skin Pass Mill (CR),Bulgaria,54,32.5
2431,Swiss Steel AG,Light Section And Bar Mill,Switzerland,46,32.4
2432,SHS Stahl Holding Saar,Continuous Bloom Caster,France,18,32.1
2433,ArcelorMittal SA,AC-Electric Arc Furnace,Germany,47,32.1
2434,Aperam,Pickling Line,Belgium,53,32.0
2435,ArcelorMittal SA,Continuous Billet Caster,Spain,52,32.0
2436,Sahaviriya Steel Industries PLC,Blast Furnace,United Kingdom,50,31.9
2437,DRI D'Italia S.p.A.,Direct or Smelting Reduction P,Italy,0,31.9
2438,ArcelorMittal SA,Hot Strip Mill,Belgium,59,31.9
2439,Liberty Steel Group,Wire Rod Mill,Australia,65,31.8
2440,Commercial Metals Company,Wire Rod Mill,Poland,34,31.7
2441,Walbrzyskie Z.K. Victoria S.A.,Coking Plant,Poland,44,31.7
2442,Liepajas Metalurgs,Continuous Billet Caster,Latvia,56,31.7
2443,Adria Steel,Ladle Furnace,Croatia,25,31.7
2444,Acciaierie Venete SpA,Continuous Billet Caster,Italy,52,31.7
2445,Pittini Group,Continuous Billet Caster,Italy,52,31.7
2446,Acciaierie Venete SpA,Continuous Billet Caster,Italy,45,31.7
2447,Valbruna Group,Steel Remelting Furnace,Italy,20,31.7
2448,Viohalco S.A.,AC-Electric Arc Furnace,Greece,25,31.6
2449,ArcelorMittal SA,Light Section And Bar Mill,France,59,31.6
2450,Gonvarri Industrial SA,Hot Dip Metal Coating Line,Spain,26,31.5
2451,ArcelorMittal SA,Hot Dip Metal Coating Line,Spain,26,31.5
2452,Radomir Metal Ind. Jsc,Steel Remelting Furnace,Bulgaria,19,31.5
2453,"Danieli Group (25), Metinvest Holding (75)",Hot Strip Mill,Italy,0,31.5
2454,SHS Stahl Holding Saar,Continuous Bloom Caster,France,51,31.4
2455,Hebei Jingye Group,Heavy Section Mill,United Kingdom,78,31.4
2456,NLMK Group,Hot Strip Mill,Belgium,61,31.4
2457,Acerinox SA,AC-Electric Arc Furnace,Spain,50,31.4
2458,Laminoirs de Bretagne,Medium Section Mill,France,51,31.4
2459,Reinforcing Steel Europe B.V.,Light Section And Bar Mill,Germany,60,31.4
2460,Aciers Du Tarn,AC-Electric Arc Furnace,France,80,31.3
2461,Tata Steel,Medium Section Mill,United Kingdom,110,31.3
2462,Liberty Steel Group,Temper-  Skin Pass Mill (CR),Romania,56,31.1
2463,SHS Stahl Holding Saar,Blooming And Slabbing Mill,Germany,135,31.1
2464,Rodacciai SpA,Light Section And Bar Mill,Spain,40,31.0
2465,Riva Group,Continuous Billet Caster,Spain,45,31.0
2466,Companhia Siderurgica Nacional (CSN),DC-Electric Arc Furnace,Germany,31,31.0
2467,Salzgitter,DC-Electric Arc Furnace,Germany,31,31.0
2468,Kremikovtzi,Continuous Annealing Line,Bulgaria,52,31.0
2469,Aciéries et Laminoirs de Rives,Light Section And Bar Mill,France,61,30.8
2470,Poldi Ocel,Ladle Furnace,Czech Republic,34,30.8
2471,Liberty Steel Group,Temper-  Skin Pass Mill (CR),Romania,58,30.8
2472,SHS Stahl Holding Saar,Billet-heavy Bar Mill,Germany,130,30.8
2473,ArcelorMittal SA,Ladle Furnace,Spain,30,30.7
2474,ArcelorMittal SA,Wire Rod Mill,Poland,53,30.7
2475,ArcelorMittal SA,Coking Plant,Belgium,54,30.7
2476,CL Grupo Industrial,Ladle Furnace,Spain,30,30.7
2477,ArcelorMittal SA,Ladle Furnace,Spain,30,30.7
2478,CL Grupo Industrial,Ladle Furnace,Spain,30,30.7
2479,JSW Steel Ltd,Light Section And Bar Mill,Italy,62,30.6
2480,Commercial Metals Company,Ladle Furnace,Poland,50,30.6
2481,Celsa Group,AC-Electric Arc Furnace,Poland,48,30.6
2482,ArcelorMittal SA,Sintering Plant,Belgium,59,30.6
2483,Commercial Metals Company,Ladle Furnace,Poland,50,30.6
2484,ArcelorMittal SA,Wire Rod Mill,Germany,58,30.5
2485,Reinforcing Steel Europe B.V.,Wire Rod Mill,Germany,58,30.5
2486,Companhia Siderurgica Nacional (CSN),Ladle Furnace,Germany,31,30.4
2487,Riva Group,Ladle Furnace,Germany,31,30.4
2488,ArcelorMittal SA,Ladle Furnace,Germany,31,30.4
2489,Reinhard Tweer,Induction Melt Furnace,Germany,30,30.4
2490,Salzgitter,Ladle Furnace,Germany,31,30.4
2491,Samsung C&T,Temper-  Skin Pass Mill (CR),Romania,24,30.3
2492,JSW Koks SA,Coking Plant,Poland,18,30.3
2493,Beltrame Group,AC-Electric Arc Furnace,Italy,29,30.3
2494,Ruukki,Medium Section Mill,Norway,0,30.2
2495,Liepajas Metalurgs,Wire Rod Mill In Bar Mill,Latvia,55,30.1
2496,Georgsmarienhuette Holding,Ladle Furnace,Belgium,0,30.1
2497,Liberty Steel Group,BOF Shop,Hungary,0,30.1
2498,Hebei Jingye Group,Billet-heavy Bar Mill,United Kingdom,53,30.0
2499,SHS Stahl Holding Saar,Induction Melt Furnace,Germany,0,29.9
2500,FWH Stahlguss GmbH,Induction Melt Furnace,Germany,0,29.9
2501,BGH Edelstahlwerke,Induction Melt Furnace,Germany,0,29.9
2502,Trinecke Zelezarny,Blast Furnace,Czech Republic,74,29.8
2503,SPV NH Ostrava,Blast Furnace,Czech Republic,74,29.8
2504,Tubacex,Blooming And Slabbing Mill,Spain,0,29.6
2505,Commercial Metals Company,Light Section And Bar Mill,Poland,16,29.5
2506,Viohalco S.A.,Continuous Billet Caster,Bulgaria,24,29.5
2507,Tata Steel,Batch Annealing Plant,United Kingdom,69,29.5
2508,Vorskla Denmark,AC-Electric Arc Furnace,Denmark,50,29.4
2509,Hydnum Steel,Thin-Slab Caster,Spain,0,29.4
2510,SPV NH Ostrava,Sintering Plant,Czech Republic,56,29.4
2511,Vorskla Denmark,AC-Electric Arc Furnace,Denmark,50,29.4
2512,Liberty Steel Group,Tandem Mill,Romania,56,29.3
2513,SHS Stahl Holding Saar,Wire Rod Mill,Germany,53,29.3
2514,Swiss Steel AG,Wire Rod Mill,Germany,53,29.3
2515,NLMK Group,Continuous Slab Caster,Belgium,52,29.3
2516,Hoesch Schwerter Profile GmbH,Medium Section Mill,Germany,0,29.2
2517,Kremikovtzi,Tandem Mill,Bulgaria,54,29.0
2518,Georgsmarienhuette Holding,Continuous Bloom Caster,Germany,17,28.9
2519,Viohalco S.A.,AC-Electric Arc Furnace,Bulgaria,29,28.9
2520,SHS Stahl Holding Saar,Continuous Bloom Caster,Germany,17,28.9
2521,Beltrame Group,Light Section And Bar Mill,Italy,41,28.8
2522,Hebei Jingye Group,Heavy Section Mill,United Kingdom,115,28.8
2523,Hebei Jingye Group,Sintering Plant,United Kingdom,38,28.7
2524,Sahaviriya Steel Industries PLC,Coking Plant,United Kingdom,42,28.7
2525,Poldi Ocel,AC-Electric Arc Furnace,Czech Republic,68,28.6
2526,Aubert & Duval,Light Section And Bar Mill,France,71,28.6
2527,Aciers Du Tarn,Light Section And Bar Mill,France,71,28.6
2528,Sidenor Spain,AC-Electric Arc Furnace,Spain,69,28.6
2529,Danieli Group,AC-Electric Arc Furnace,Italy,50,28.6
2530,Tenaris S.A.,AC-Electric Arc Furnace,Italy,50,28.6
2531,Sahaviriya Steel Industries PLC,Continuous Bloom Caster,United Kingdom,54,28.5
2532,Beltrame Group,Light Section And Bar Mill,Italy,42,28.5
2533,Valbruna Group,Light Section And Bar Mill,Italy,42,28.5
2534,Celsa Group,Continuous Billet Caster,Spain,47,28.4
2535,Benteler Stahl/Rohr GmbH,Ladle Furnace,Germany,39,28.4
2536,BGH Edelstahlwerke,Ladle Furnace,Germany,39,28.4
2537,Celsa Group,Continuous Billet Caster,Spain,47,28.4
2538,Artrom Steel Tubes S.A.,Heavy Section Mill,Romania,138,28.4
2539,ArcelorMittal SA,Pickling Line,Belgium,55,28.3
2540,Zelezarny Hradek A.S.,AC-Electric Arc Furnace,Czech Republic,64,28.1
2541,Zelezarny Hradek A.S.,AC-Electric Arc Furnace,Czech Republic,64,28.1
2542,Reinforcing Steel Europe B.V.,Continuous Billet Caster,Germany,56,28.1
2543,Trinecke Zelezarny,AC-Electric Arc Furnace,Czech Republic,64,28.1
2544,JSW Steel Ltd,Wire Rod Mill,Italy,49,28.0
2545,Reinforcing Steel Europe B.V.,AC-Electric Arc Furnace,Germany,29,27.9
2546,Liberty Steel Group,Batch Annealing Plant,Hungary,61,27.9
2547,Laminoirs de Bretagne,Light Section And Bar Mill,France,51,27.8
2548,Swiss Steel AG,Light Section And Bar Mill,Germany,47,27.8
2549,Acciaierie Venete SpA,Continuous Bloom Caster,Italy,17,27.6
2550,SIJ Group,Temper-  Skin Pass Mill (CR),Slovenia,0,27.6
2551,Max Aicher Group,Continuous Billet Caster,Germany,54,27.6
2552,Hoesch Schwerter Profile GmbH,Light Section And Bar Mill,Germany,0,27.6
2553,BGH Edelstahlwerke,AC-Electric Arc Furnace,Germany,40,27.6
2554,Riva Group,AC-Electric Arc Furnace,Germany,40,27.6
2555,Tubos Reunidos SA,Ladle Furnace,Spain,0,27.5
2556,ArcelorMittal SA,Ladle Furnace,Spain,0,27.5
2557,Trinecke Zelezarny,Vacuum Degassing Plant,Czech Republic,0,27.5
2558,Jindal Steel Limited,Vacuum Degassing Plant,Czech Republic,0,27.5
2559,Vitkovice Heavy Machinery A.s.,Vacuum Degassing Plant,Czech Republic,0,27.5
2560,Celsa Group,Ladle Furnace,Spain,0,27.5
2561,Tubos Reunidos SA,Ladle Furnace,Spain,0,27.5
2562,Poldi Hütte S.r.o.,Vacuum Degassing Plant,Czech Republic,0,27.5
2563,Poldi Ocel,Vacuum Degassing Plant,Czech Republic,0,27.5
2564,Poldi Ocel,AC-Electric Arc Furnace,Czech Republic,51,27.4
2565,Viohalco S.A.,Ladle Furnace,Bulgaria,33,27.4
2566,SPV NH Ostrava,Blooming And Slabbing Mill,Czech Republic,65,27.4
2567,Max Aicher Group,Continuous Bloom Caster,Germany,51,27.4
2568,Liberty Steel Group,Vacuum Degassing Plant,Australia,0,27.4
2569,Bluescope Steel,BOF Shop,Australia,0,27.3
2570,ArcelorMittal SA,Organic Coating Line,Spain,25,27.3
2571,Liberty Steel Group,BOF Shop,Australia,0,27.3
2572,Riva Group,Light Section And Bar Mill,Italy,0,27.2
2573,SPV NH Ostrava,Coking Plant,Czech Republic,45,27.2
2574,Riva Group,Light Section And Bar Mill,Italy,0,27.2
2575,Acciaierie Venete SpA,Light Section And Bar Mill,Italy,0,27.2
2576,Pittini Group,Light Section And Bar Mill,Italy,0,27.2
2577,Metalgoi SpA,Light Section And Bar Mill,Italy,0,27.2
2578,Ferriera Sidercal,Light Section And Bar Mill,Italy,0,27.2
2579,Acciaierie Venete SpA,Light Section And Bar Mill,Italy,0,27.2
2580,Comax Spol S.r.o.,Organic Coating Line,Czech Republic,0,27.2
2581,Beltrame Group,Light Section And Bar Mill,Italy,0,27.2
2582,Beltrame Group,Light Section And Bar Mill,Italy,0,27.2
2583,Pittini Group,Light Section And Bar Mill,Italy,0,27.2
2584,Rodacciai SpA,Light Section And Bar Mill,Italy,0,27.2
2585,Pittini Group,AC-Electric Arc Furnace,Italy,24,27.1
2586,Hebei Jingye Group,Coking Plant,United Kingdom,45,27.1
2587,Riva Group,Continuous Billet Caster,Spain,53,27.1
2588,Tata Steel,Coking Plant,United Kingdom,45,27.1
2589,Hebei Jingye Group,Hot Strip Mill,United Kingdom,58,27.1
2590,Pittini Group,AC-Electric Arc Furnace,Italy,24,27.1
2591,Sev.en Global Investments,Ladle Furnace,Norway,39,27.0
2592,Max Aicher Group,Light Section And Bar Mill,Germany,54,27.0
2593,Max Aicher Group,Light Section And Bar Mill,Germany,54,27.0
2594,SHS Stahl Holding Saar,Light Section And Bar Mill,Germany,54,27.0
2595,SPV NH Ostrava,Blast Furnace,Czech Republic,66,26.9
2596,Max Aicher Group,Ladle Furnace,Czech Republic,37,26.8
2597,Metalcolour,Organic Coating Line,Denmark,0,26.8
2598,Ferriera Valsabbia,Light Section And Bar Mill,Italy,18,26.7
2599,SIJ Group,Light Section And Bar Mill,Slovenia,63,26.7
2600,Czechtool Property S.R.O.,Steel Remelting Furnace,Czech Republic,38,26.7
