PBS: CoE,PBS-Element,Installed Base ID,Installed Base,PBS: Execution Type (Product),Technical Location,country,Date Start-up,Status of Plant/Equipment,Date of Verification,Type of Verification,Employee Responsible,name,PBS: Plant type,Location Description (Installed Base),Nominat Capacity [t/y],industry,region,rating,status,fte,revenue,latitude,longitude,company_ceo,fte_count
Other,PBS - Beyond Core Business,25510.0,"ELO 402.0918 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,23802.0,"ELO 402.0919 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,23804.0,"ELO 402.0920 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,23806.0,"ELO 402.0920a - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,23808.0,"ELO 402.0921 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,23305.0,"ELO 402.0922 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,23306.0,"ELO 402.0923 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,23303.0,"ELO 402.0924 - ,",Beyond Core Business Other,"#",Germany,1978-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27788.0,"ELO 402.0925 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,22640.0,"ELO 402.0926 - ,",Beyond Core Business Other,"#",Italy,1976-12-31 00:00:00,In Operation,2022-01-19 00:00:00,offer/order,Not assigned,Valbormida,Not assigned,Valbormida,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27790.0,"ELO 402.0927 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2013-05-06 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27812.0,"ELO 402.0928 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,24442.0,"ELO 402.0929 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,24444.0,"ELO 402.0930 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,25875.0,"ELO 402.0931 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,Mercedes Benz AG,Not assigned,Mercedes-Benz AG,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,23107.0,"ELO 402.0932 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2013-01-09 00:00:00,offer/order,Not assigned,Diehl Metall Stiftung & Co.KG,Not assigned,Diehl Metall Stiftung & Co.KG,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,24446.0,"ELO 402.0933 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,23361.0,"ELO 402.0934 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2014-07-15 00:00:00,offer/order,Not assigned,BEW-Umformtechnik GmbH,Not assigned,BEW-Umformtechnik GmbH,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,22445.0,"ELO 402.0935 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2015-04-25 00:00:00,offer/order,Not assigned,Metaldyne GmbH,Not assigned,Metaldyne GmbH,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,24448.0,"ELO 402.0936 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2016-04-25 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,24450.0,"ELO 402.0937 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,26328.0,"ELO 402.0938 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,26324.0,"ELO 402.0939 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,26326.0,"ELO 402.0940 - ,",Beyond Core Business Other,"#",Germany,1978-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,23308.0,"ELO 402.0941 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,23310.0,"ELO 402.0942 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,24863.0,"ELO 402.0943 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2015-12-09 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,24866.0,"ELO 402.0944 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2015-12-09 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,24868.0,"ELO 402.0945 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,24870.0,"ELO 402.0946 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,24872.0,"ELO 402.0947 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,26321.0,"ELO 402.0948 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,24213.0,"ELO 402.0949 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,24215.0,"ELO 402.0950 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,24217.0,"ELO 402.0951 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,26329.0,"ELO 402.0952 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,22541.0,"ELO 402.0953 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,22543.0,"ELO 402.0954 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,22545.0,"ELO 402.0955 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,28488.0,"ELO 402.0956 - ,",Beyond Core Business Other,"#",Italy,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,Bifrangi SpA,Not assigned,Bifrangi SpA,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,22547.0,"ELO 402.0957 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2015-02-10 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,28513.0,"ELO 402.0958 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,Linamar Plettenberg GmbH,Not assigned,Linamar Forging,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,22549.0,"ELO 402.0959 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,24211.0,"ELO 402.0960 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27863.0,"ELO 402.0961 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27864.0,"ELO 402.0962 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27865.0,"ELO 402.0962a - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27866.0,"ELO 402.0963 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,24219.0,"ELO 402.0964 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2023-06-01 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,24220.0,"ELO 402.0965 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2023-06-01 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27849.0,"ELO 402.0966 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27850.0,"ELO 402.0967 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,23561.0,"ELO 402.0968 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,Volkswagen Aktiengesellschaft,Not assigned,VOLKSWAGEN AG,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27861.0,"ELO 402.0969 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27862.0,"ELO 402.0970 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27984.0,"ELO 402.0971 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2011-10-19 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,23630.0,"ELO 402.0972 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,22211.0,"ELO 402.0973 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27985.0,"ELO 402.0974 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2023-06-01 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27986.0,"ELO 402.0975 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2023-06-01 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27987.0,"ELO 402.0976 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27988.0,"ELO 402.0977 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27867.0,"ELO 402.0978 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2011-01-25 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27868.0,"ELO 402.0979 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27981.0,"ELO 402.0980 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27982.0,"ELO 402.0981 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,24472.0,"ELO 402.0982 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2023-06-01 00:00:00,offer/order,Not assigned,Musashi Luechow GmbH,Not assigned,Musashi Luechow GmbH,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27983.0,"ELO 402.0983 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27220.0,"ELO 402.0984 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27261.0,"ELO 402.0985 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27262.0,"ELO 402.0986 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2011-10-19 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,23973.0,"ELO 402.0987 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,ZF Friedrichshafen AG - Schweinfurt,Not assigned,ZF Friedrichshafen AG - Schweinfurt,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27263.0,"ELO 402.0988 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27264.0,"ELO 402.0989 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27265.0,"ELO 402.0990 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2019-01-22 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,22339.0,"ELO 402.0991 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,23622.0,"ELO 402.0992 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2015-03-09 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,25402.0,"ELO 402.0993 - ,",Beyond Core Business Other,"#",Switzerland,1977-12-31 00:00:00,In Operation,2015-04-23 00:00:00,offer/order,Not assigned,Constellium Valais  S.A.,Not assigned,Constellium Valais  S.A.,0.0,,Europe,,,,,,,,
