PBS: CoE,PBS-Element,Installed Base ID,Installed Base,PBS: Execution Type (Product),Technical Location,country,Date Start-up,Status of Plant/Equipment,Date of Verification,Type of Verification,Employee Responsible,name,PBS: Plant type,Location Description (Installed Base),Nominat Capacity [t/y],industry,region,rating,status,fte,revenue,latitude,longitude,company_ceo,fte_count
Other,PBS - Beyond Core Business,24474.0,"ELO 402.0828 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2023-06-01 00:00:00,offer/order,Not assigned,Musashi Luechow GmbH,Not assigned,Musashi Luechow GmbH,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,22002.0,"ELO 402.0829 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2010-01-05 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,21932.0,"ELO 402.0830 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,21916.0,"ELO 402.0831 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,21911.0,"ELO 402.0832 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,21913.0,"ELO 402.0833 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,21857.0,"ELO 402.0834 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,21860.0,"ELO 402.0835 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,21962.0,"ELO 402.0836 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27631.0,"ELO 402.0838 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2022-04-20 00:00:00,offer/order,Not assigned,BHARAT FORGE CDP GmbH,Not assigned,Bharat Forge CDP GmbH,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,21964.0,"ELO 402.0839 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,21966.0,"ELO 402.0842 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2013-09-11 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,21968.0,"ELO 402.0843 - ,",Beyond Core Business Other,"#",Germany,1974-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,21921.0,"ELO 402.0844 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,21924.0,"ELO 402.0845 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,21933.0,"ELO 402.0846 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,21935.0,"ELO 402.0847 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,21937.0,"ELO 402.0848 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,22000.0,"ELO 402.0849 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,22016.0,"ELO 402.0850 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,22018.0,"ELO 402.0851 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,22020.0,"ELO 402.0852 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2013-04-22 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,21982.0,"ELO 402.0853 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,21984.0,"ELO 402.0854 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,21986.0,"ELO 402.0855 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,21925.0,"ELO 402.0856 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,25957.0,"ELO 402.0857 - ,",Beyond Core Business Other,"#",Austria,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,GFM GmbH,Not assigned,GFM GmbH,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,25956.0,"ELO 402.0857a - ,",Beyond Core Business Other,"#",Austria,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,GFM GmbH,Not assigned,GFM GmbH,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,23096.0,"ELO 402.0857b - ,",Beyond Core Business Other,"#",Austria,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,GFM GmbH,Not assigned,GFM GmbH,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,21927.0,"ELO 402.0858 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2013-04-22 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,21929.0,"ELO 402.0859 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,21955.0,"ELO 402.0860 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,22025.0,"ELO 402.0861 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,22027.0,"ELO 402.0862 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,22029.0,"ELO 402.0862a - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,28080.0,"ELO 402.0863 - ,",Beyond Core Business Other,"#",France,1975-12-31 00:00:00,In Operation,2011-06-21 00:00:00,offer/order,Not assigned,Safe Automotive,Not assigned,Safe Automotive,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,21941.0,"ELO 402.0864 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,28087.0,"ELO 402.0865 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2011-04-04 00:00:00,offer/order,Not assigned,Schmiedetechnik Plettenberg GmbH & Co. KG,Not assigned,Schmiedetechnik Plettenberg GmbH & Co. KG,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,28088.0,"ELO 402.0867 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2010-11-15 00:00:00,offer/order,Not assigned,Schmiedetechnik Plettenberg GmbH & Co. KG,Not assigned,Schmiedetechnik Plettenberg GmbH & Co. KG,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,21943.0,"ELO 402.0868 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,21945.0,"ELO 402.0868a - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,28512.0,"ELO 402.0869 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,Linamar Plettenberg GmbH,Not assigned,Linamar Forging,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,24555.0,"ELO 402.0870 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,24557.0,"ELO 402.0871 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,24559.0,"ELO 402.0871a - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,25199.0,"ELO 402.0872 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,28307.0,"ELO 402.0873 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,25201.0,"ELO 402.0874 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,22463.0,"ELO 402.0875 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,22465.0,"ELO 402.0876 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,22467.0,"ELO 402.0877 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,22469.0,"ELO 402.0878 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,28493.0,"ELO 402.0879 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,25701.0,"ELO 402.0880 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,25703.0,"ELO 402.0881 - ,",Beyond Core Business Other,"#",Germany,1975-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,25705.0,"ELO 402.0883 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,25707.0,"ELO 402.0884 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,25709.0,"ELO 402.0885 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,26038.0,"ELO 402.0886 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2013-03-13 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,22461.0,"ELO 402.0887 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,24678.0,"ELO 402.0890 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2010-08-12 00:00:00,offer/order,Not assigned,Branscheid Umformtechnk,Not assigned,Branscheid Umformtechnk,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,26957.0,"ELO 402.0891 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,25871.0,"ELO 402.0892 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,Mercedes Benz AG,Not assigned,Mercedes-Benz AG,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,26959.0,"ELO 402.0893 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,25501.0,"ELO 402.0894 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,25502.0,"ELO 402.0895 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,23629.0,"ELO 402.0896 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,28495.0,"ELO 402.0897 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,28497.0,"ELO 402.0898 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,28499.0,"ELO 402.0899 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,28611.0,"ELO 402.0900 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,26951.0,"ELO 402.0901 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,26953.0,"ELO 402.0902 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,25872.0,"ELO 402.0903 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,Mercedes Benz AG,Not assigned,Mercedes-Benz AG,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,25873.0,"ELO 402.0904 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,Mercedes Benz AG,Not assigned,Mercedes-Benz AG,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,25874.0,"ELO 402.0905 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,Mercedes Benz AG,Not assigned,Mercedes-Benz AG,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,26955.0,"ELO 402.0906 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27783.0,"ELO 402.0907 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27785.0,"ELO 402.0908 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,26529.0,"ELO 402.0909 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2015-10-15 00:00:00,offer/order,Not assigned,Platestahl Umformtechnik GmbH,Not assigned,Platestahl Umformtechnik GmbH,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27787.0,"ELO 402.0910 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,25504.0,"ELO 402.0911 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,25256.0,"ELO 402.0912 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2023-03-18 00:00:00,offer/order,Not assigned,Gesenkschmiede Schneider GmbH,Not assigned,Gesenkschmiede Schneider GmbH,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,25257.0,"ELO 402.0913 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2016-01-11 00:00:00,offer/order,Not assigned,Gesenkschmiede Schneider GmbH,Not assigned,Gesenkschmiede Schneider GmbH,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,23109.0,"ELO 402.0914 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2010-12-01 00:00:00,offer/order,Not assigned,Diehl Metall Stiftung & Co.KG,Not assigned,Diehl Metall Stiftung & Co.KG,0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,25506.0,"ELO 402.0915 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,25508.0,"ELO 402.0916 - ,",Beyond Core Business Other,"#",Germany,1976-12-31 00:00:00,In Operation,2009-08-21 00:00:00,offer/order,Not assigned,SMS Elotherm GmbH (MSCRM Import),Not assigned,SMS Elotherm GmbH (MSCRM Import),0.0,,Europe,,,,,,,,
Other,PBS - Beyond Core Business,27566.0,"ELO 402.0917 - ,",Beyond Core Business Other,"#",Germany,1977-12-31 00:00:00,In Operation,2018-03-05 00:00:00,offer/order,Not assigned,Hammerwerk Fridingen GmbH,Not assigned,Hammerwerk Fridingen GmbH,0.0,,Europe,,,,,,,,
